X,Words,Point_Mean,Frequency,Point_STD,Price_Mean,Price_STD
450,bone-dry,89.14285714,21,2.242447642,35.95238095,21.85515086
451,both,89.33333333,108,3.135566249,40.2962963,41.54701408
452,bottle,89.77981651,109,3.267000545,46.8440367,43.78676747
453,bottling,89.50955414,157,2.800223971,41.33757962,19.47732217
454,bouquet,88.40540541,74,2.885575458,31.87837838,30.76288134
455,box,90.2173913,23,3.463531064,52.82608696,35.11364947
456,boysenberry,88.92682927,41,2.391550166,32.41463415,17.2727757
457,bracing,88.55263158,38,2.718280144,42.18421053,27.77209883
458,bramble,87.875,24,2.490198176,36.70833333,36.88817316
459,brambly,87.33333333,24,2.943920289,36.16666667,27.39353568
460,brand,88.5625,16,3.22425702,35.0625,31.17364004
461,brawny,87.85714286,14,1.875228924,44.21428571,22.14003881
462,bread,88.48275862,29,2.733661721,31.72413793,17.5741217
463,briary,87.6,15,3.112188022,27.46666667,11.33179261
464,bright,88.47836538,416,2.791469488,30.95432692,31.06239862
465,brightened,89.125,24,3.054753957,35.04166667,21.32457078
466,brightness,87.72727273,11,2.572582714,29.27272727,34.32518291
467,brilliant,90.58333333,12,2.429303429,28.41666667,9.472048193
468,bring,88.4516129,31,2.89641974,29.58064516,23.12541775
469,bringing,89.72222222,18,2.886185261,36.88888889,22.83930793
470,brings,88.62068966,87,2.779666114,38.11494253,38.94015244
471,briny,86.51724138,29,2.599734734,21.44827586,9.481509098
472,brioche,89.6875,16,3.341032774,33.5,17.15420259
473,brisk,88.23076923,104,2.780761819,28.38461538,15.88997834
474,broad,88.67857143,56,2.936337501,38.26785714,43.86031176
475,brooding,90.75,28,3.062618101,86.17857143,219.8952703
476,brown,88.56,50,2.822359702,48.44,56.24406
477,brush,88.45454545,11,3.357488239,25.90909091,17.11405589
478,bubbles,88.75,20,2.971354467,32.85,18.38842599
479,built,89.94117647,17,2.771971055,42.70588235,28.07526649
480,burn,86.46666667,15,2.29492193,30.86666667,20.02450879
481,burnt,86.46666667,30,3.15936848,29.63333333,27.48978912
482,burst,87.55555556,18,2.035630332,20.83333333,8.826764113
483,bursting,89.33333333,12,2.348435972,38.75,34.57830376
484,bursts,89,14,2.745625892,33.14285714,16.44504668
485,but,88.13774319,1285,3.049516005,36.42957198,51.7120056
486,butter,88.39534884,43,2.838003447,29.6744186,22.65551644
487,buttered,88.17307692,52,2.705993014,35,22.0151463
488,butterscotch,87.7037037,27,2.41493454,37.14814815,20.22318491
489,buttery,88.52941176,34,3.10654533,37.05882353,50.5670519
490,by,88.875,816,2.946819019,41.89705882,95.91809743
491,cake,90.45652174,46,3.17424722,45.80434783,29.58499587
492,can,89.08860759,79,3.262804651,39.59493671,40.17765643
493,candied,87.35106383,94,3.368760491,28.17021277,21.41582085
494,candy,86.77192982,57,3.064879069,26.80701754,18.79251237
495,cantaloupe,87.16666667,12,2.79067712,18.25,7.688539287
496,capture,87.81818182,11,1.328019715,33.63636364,15.62864503
497,caramel,88.20754717,106,3.122016995,42.6509434,52.08309157
498,caramelized,89.85714286,21,2.833473386,47.9047619,30.66904753
499,cardamom,91.65517241,29,2.967392579,53.34482759,24.91023293
500,carob,87.52941176,17,2.831025588,29.88235294,25.44573234
501,carries,88.71153846,52,2.865183418,35.13461538,21.20490957
502,carry,88.32394366,71,2.921714995,39.56338028,54.91102736
503,case,89.55555556,18,3.450868982,33.83333333,26.88154845
504,cases,89.62962963,27,2.13303951,40.81481481,29.90759749
505,cassis,89.5,192,3.052764604,42.64583333,31.64511299
506,cedar,89.1875,112,2.516723345,46.17857143,28.74341735
507,celery,87.45454545,11,3.23615934,32.27272727,20.64505224
508,cellar,90.31818182,66,2.829292333,59.84848485,36.08461953
509,cellaring,91,17,2.474873734,59.64705882,35.66675829
510,center,89.4137931,29,2.847520743,32.48275862,17.80373293
511,certain,87.27272727,11,2.686667419,31.45454545,28.9874581
512,certainly,88.37037037,27,2.816819649,30.51851852,21.74921815
513,chalk,88.41176471,17,2.693947464,26.94117647,19.72140521
514,chalky,88.30232558,43,3.181306139,40.41860465,29.33081636
515,char,89.03703704,27,2.63820279,36.48148148,22.07394979
516,character,87.96686747,332,3.103762234,36.17168675,78.93220951
517,characteristic,88.58823529,17,3.428899669,35.52941176,24.650349
518,characteristics,89.42105263,19,2.693939484,50.84210526,31.14885972
519,characterize,88.72727273,11,3.717281509,52.36363636,59.30644607
520,charm,89,13,3.43996124,39.61538462,38.68147373
521,charming,88.0625,16,2.743932701,24.5,11.62755348
522,charred,88.70833333,48,2.633324356,38.64583333,26.64302199
523,check,89.71428571,14,2.701241066,40.78571429,25.63404759
524,cheese,88.25925926,27,3.169476936,39.2962963,57.86576962
525,cheeses,88.41666667,12,2.609713789,34.5,17.10661754
526,cheesy,85.18181818,11,1.990888335,17.72727273,6.987000917
527,cherries,88.45833333,192,3.132055734,40.078125,23.87333812
528,cherry,88.87775891,1178,2.993961252,39.89813243,27.06761376
529,chewy,88.85365854,82,3.139245609,41.19512195,28.96845412
530,chicken,88.23076923,13,2.087815691,26.15384615,20.99938949
531,chocolate,89.24791086,359,3.076735525,49.35654596,75.14693915
532,chocolaty,88.62162162,37,2.831875619,26.51351351,16.48504646
533,chopped,89.06976744,43,3.00313605,41.39534884,28.09858456
534,choppy,86,20,2.752988806,25.6,24.77562469
535,chunky,87.07017544,57,2.644803862,26.33333333,22.12814411
536,cigar,90.88461538,26,2.77599601,59.73076923,41.21607229
537,cinnamon,89.41666667,144,3.202926983,38.96527778,27.73082736
538,citric,86.60714286,28,2.078804602,18.42857143,6.811909894
539,citrus,87.62444444,450,2.559549615,23.91555556,25.04316057
540,citrusy,87.40909091,66,2.577877915,24.21212121,19.51371522
541,classic,90.33333333,66,2.819347078,45.1969697,32.87936912
542,classy,90.71428571,14,1.938618518,37.14285714,20.62805089
543,clay,88.75,12,2.527125568,33.75,20.90726277
544,clean,87.372,250,2.514539248,21.572,13.23121598
545,clear,89.25,16,2.840187787,40.125,25.08352713
546,climate,88.54545455,11,3.142089635,26.72727273,19.82972975
547,clone,91.66666667,12,3.576014372,58.83333333,37.9589092
548,close,88.07246377,69,2.675151676,33.31884058,25.14165325
549,closed,88.25,16,2.909753712,45.3125,37.58141163
550,closes,88.4137931,29,2.398172539,31,20.49215878
551,clove,89.73563218,174,3.130900515,46.1091954,32.7885964
552,coastal,89.375,16,3.827531842,49.4375,49.98262198
553,cocoa,89.01428571,70,2.896739082,36.28571429,20.90291073
554,coconut,88.65217391,46,2.583859227,55.17391304,64.10245423
555,coffee,89.125,176,2.82564784,46.89772727,85.89948143
556,cola,89.05882353,170,3.12596661,41.84117647,26.332502
557,color,88.61452514,179,2.99475406,35.19553073,32.64984096
558,combination,90,22,3.505098328,65.54545455,48.38902598
559,combine,89.5,40,3.623286509,36.5,26.95199912
560,combines,90.53846154,26,2.641677789,40.84615385,29.92750214
561,come,88.75796178,157,3.470389903,41.66242038,32.90342398
562,comes,89.10606061,132,3.126487617,42.27272727,44.06121538
563,coming,88.31034483,29,2.633621194,32.27586207,26.32882254
564,common,87.36363636,11,2.419616799,29.63636364,41.42528872
565,compact,89.24,25,3.231098884,37.88,26.78979905
566,compelling,91.5862069,29,2.244314107,47.89655172,31.52022574
567,complement,89.15384615,13,3.287505484,37.38461538,22.87115527
568,complete,90.86363636,22,3.356521081,50.09090909,76.74317658
569,completely,89.58333333,12,3.70401093,47.41666667,21.37312813
570,complex,90.48421053,190,2.82791511,50.38421053,68.60642112
571,complexities,90.21428571,14,2.423556555,41.57142857,13.63092799
572,complexity,89.9862069,145,3.255308073,48.27586207,51.99792768
573,component,88,13,2.614064524,24.15384615,13.91549588
574,components,87.40909091,22,2.039119579,33.90909091,14.25919617
575,composed,87.81818182,11,2.522624896,22.18181818,14.37232188
576,compote,90.61904762,21,3.427479985,46.66666667,44.67810799
577,concentrated,90.42857143,238,2.946989964,57.76890756,93.61980501
578,concentration,89.63934426,122,3.277939218,47.67213115,57.93419502
579,considerable,90.52941176,17,3.203857969,68.64705882,72.65667655
580,consistency,87.81818182,11,2.857207791,29.09090909,20.37377994
581,consistent,88.66666667,15,3.109126351,34.66666667,26.35652987
582,contains,89.08333333,12,5.160308894,79.58333333,91.69461007
583,continue,89.76470588,17,2.905370281,34.47058824,18.56110735
584,continues,89.15,20,3.587624929,32.15,16.83753639
585,contrast,88.28571429,14,2.867015909,33.64285714,20.75723097
586,conveys,88.09090909,11,3.590391217,88.72727273,182.0242242
587,cooked,90,11,3.605551275,50.27272727,29.97362477
588,cooking,88.36363636,11,1.629277587,30.90909091,24.19691941
589,cool,88.94642857,56,2.888344243,34.25,19.58779769
590,cool-climate,88.95238095,21,3.398178784,36.14285714,24.0796298
591,cooler,88.36363636,11,2.83805311,42.27272727,27.99318099
592,core,90.05,140,3.151623996,65.75714286,140.168289
593,corn,85.29411765,17,2.365499574,21.88235294,18.50298068
594,could,88.58441558,77,2.834703407,38.8961039,26.92024498
595,couple,88.26666667,15,2.051712409,38.73333333,26.4371672
596,course,88.75,12,4.245318277,67.16666667,105.1637972
597,cracked,90.11764706,17,1.691240408,40.88235294,27.44740961
598,cracker,88.30769231,13,2.839736355,59,66.07697531
599,crafted,90.76470588,17,2.883778159,48,30.25929609
600,cranberry,88.84558824,136,2.666329636,39.83088235,23.14673168
601,cream,88.70212766,47,2.603633695,33.5106383,21.87103737
602,creaminess,88.2,15,2.274077521,23.93333333,12.98607313
603,creamy,88.3872549,204,2.929724396,34.21078431,38.65292935
604,create,87.56521739,23,2.727404476,25.69565217,15.33396344
605,crisp,87.66803279,488,2.576238488,24.15983607,17.85864717
606,crisply,88.53846154,13,2.47033684,26.30769231,16.19868624
607,crispness,87.75,36,2.697882768,27.38888889,17.37531546
608,cru,90.09090909,22,2.136064269,38.40909091,25.49632857
609,crushed,89.98507463,134,3.045976206,41.40298507,32.4760454
610,críÂme,89.53333333,15,2.614975189,32,11.12269238
611,curd,87.76923077,13,3.139900374,26.92307692,17.98361077
612,cured,88.39130435,23,2.840280563,44.04347826,30.34869813
613,currant,88.56538462,260,2.792632656,46.05,121.0332982
614,currants,88.16666667,90,2.777315817,43.03333333,27.96203285
615,custard,87.5625,16,1.998958062,25.25,8.095266106
616,cut,87.64473684,76,2.564911681,26.5,18.03441155
617,cuts,87.93333333,15,1.830950833,34.66666667,33.10301382
618,cutting,87.3125,16,3.135150182,25.1875,19.07255882
619,cuví©e,90.46666667,15,3.044120015,45.73333333,21.87453401
620,d'Avola,87.55,20,2.523051619,22.85,11.63151346
621,dark,89.8501171,427,2.88854281,54.26697892,107.5854891
622,dark-fruit,89.09090909,11,1.578261414,30.54545455,14.40391361
623,dark-skinned,88.6875,16,3.070694818,33.8125,12.01786864
624,date,90.8125,16,2.880248832,34.3125,14.53601848
625,day,87.58333333,12,3.918680978,26.66666667,13.53334826
626,de,89.23529412,34,2.923870655,46.29411765,57.40896847
627,deal,89.15384615,13,2.794224813,38.46153846,18.43283024
628,decade,92.41176471,17,1.66052791,53.41176471,21.04180014
629,decadent,90.86666667,15,2.133630932,49.4,31.40473122
630,decant,89.53333333,15,2.924445409,55.53333333,28.2510851
631,decanting,89.4375,16,2.96577702,49.0625,23.25071683
632,decent,85.77272727,22,2.389098618,15.90909091,5.172354082
633,deep,89.97272727,110,2.797308965,46.3,47.77922277
634,deeply,91.04166667,24,2.926329749,73.91666667,151.527847
635,defined,88.52631579,19,2.568363531,29.05263158,20.2305426
636,definitely,87.85714286,14,1.875228924,22.71428571,9.126702761
637,definition,88,12,2.486326242,31.5,19.22356508
638,delicate,88.25471698,106,2.701186056,29.4245283,18.46641642
639,delicately,89.35294118,17,3.690209623,33.94117647,22.62042934
640,delicious,90.48677249,189,2.818269549,41.65079365,34.29091378
641,deliciously,89.91304348,23,2.087038865,37.82608696,24.21992451
642,delivering,90.16666667,12,4.063883797,37.08333333,26.12368599
643,delivers,89.38974359,195,2.95531976,42.02051282,33.45453277
644,dense,90.28019324,207,2.707189988,53.24154589,90.40002585
645,densely,89.53333333,15,2.531703737,57.2,57.57752538
646,density,90.31818182,44,3.048237976,60.52272727,72.82105773
647,depth,89.72897196,107,2.711158262,40.27102804,41.31872665
648,despite,87.33333333,24,3.583375463,48.66666667,68.89100823
649,dessert,88.16666667,30,3.714680414,49.5,60.57127463
650,develop,90.86746988,83,3.134275831,47.01204819,25.69307298
651,developing,88.45,20,2.258900524,27.3,13.05494462
652,develops,90,14,2.961288701,53.64285714,33.29727904
653,di,88.2,15,2.366431913,28.46666667,20.46553433
654,different,89.32258065,31,3.134614243,39,23.78655082
655,difficult,87.07142857,14,3.950935346,38.5,36.11679771
656,dill,87.96,25,3.259345538,35.04,25.42059532
657,dilute,84.45454545,11,1.368476259,18,11.86591758
658,diluted,84.25,12,1.055289706,15.66666667,6.286107819
659,dimension,87.28571429,14,2.127785827,22.5,13.55756956
660,dinner,88.38461538,13,2.902253766,31,16.68831927
661,direct,87.36363636,22,2.381385242,26.36363636,25.15579164
662,dishes,88.13953488,43,2.396241058,29.34883721,24.08109684
663,displays,89.53571429,28,2.899324862,41.07142857,20.80229434
664,distinct,88.78571429,14,2.547353723,33.71428571,22.78133032
665,distinctive,88.8,20,2.912766816,33.85,26.68781508
666,do,88.84615385,26,3.330973524,38.88461538,22.58730072
667,does,87.89393939,66,3.258734006,56.74242424,148.1011412
668,doesn't,87.58,50,2.87203263,47.48,50.89414384
669,doles,89.64285714,28,2.512403095,34.67857143,23.67066253
670,dominant,88.0625,16,2.489143092,32.375,16.20236608
671,dominate,87.4,45,2.995451097,29.06666667,21.32582728
672,dominated,88.04347826,23,2.531227889,37,22.3118395
673,dominates,87.81818182,22,3.002163722,39.13636364,24.54790352
674,don't,88.48484848,33,3.483184715,39.36363636,50.07358222
675,done,87,17,2.423839929,24.23529412,12.78441146
676,down,88.16216216,37,3.023183693,32.67567568,21.91911147
677,dried,88.90189873,316,3.008959563,45.13924051,33.8342305
678,drink,88.1627907,430,2.749276087,32.49767442,25.49269733
679,drinkable,88.63888889,36,3.979610733,40.69444444,34.0762334
680,drinking,87.56730769,104,2.487890763,31.70192308,21.81113985
681,drinks,88.06896552,29,2.877635866,26.5862069,20.01698786
682,drive,90,11,2.607680962,38.54545455,23.9431144
683,drop,89.26086957,23,2.83191858,31.47826087,24.02814555
684,drunk,87.33333333,27,2.801098686,29.62962963,39.25669776
685,dry,88.15410959,584,2.803492718,32.33561644,53.15391127
686,drying,87.02941176,34,1.88270106,30.5,14.98939019
687,dryness,88.90909091,33,2.843453406,52.06060606,68.01054118
688,due,88.05882353,17,3.151796873,24.41176471,13.30441103
689,dull,83.63636364,11,1.858640755,27.45454545,25.96291061
690,dust,88.33333333,18,3.662207627,36.61111111,34.70063381
691,dusting,90.14285714,14,3.059842702,34.28571429,19.42016625
692,dusty,88.68571429,105,3.08941831,37.57142857,27.79072104
693,each,89.41666667,24,3.282584701,38.95833333,24.16875303
694,early,88.22222222,27,2.679456508,36.81481481,26.55333825
695,earth,89.03007519,133,2.73844639,40.02255639,28.15123286
696,earthiness,90.53333333,15,3.502380143,95.86666667,190.1168312
697,earthy,88.30493274,223,3.127374467,35.08520179,23.61242813
698,easily,90,26,3.6,87.96153846,249.5096761
699,easy,86.59146341,164,2.074720838,21.44512195,17.96323889
700,easy-drinking,86.74285714,35,1.40048011,19.2,8.662970554
701,easygoing,86.60465116,43,1.590740093,17.74418605,9.162794914
702,edge,87.57575758,132,2.809800765,29.93181818,21.79508775
703,edges,88,19,2.748737084,33.57894737,23.41963988
704,edgy,86.05882353,17,2.561020017,20.17647059,8.435307449
705,effect,89.2,15,3.426785249,27.66666667,19.2452839
706,effervescence,85.90909091,11,2.508168473,18.72727273,10.68729067
707,effort,88.88095238,42,2.73373131,31.33333333,28.41904777
708,eight,92.08333333,12,2.020725942,50.66666667,21.21891666
709,elderberry,90.93333333,15,1.79151439,53.8,15.87540776
710,elegance,89.15277778,72,2.565533864,42.375,46.97690098
711,elegant,90.15384615,195,2.476055034,51.21025641,136.0144849
712,elegantly,89.44827586,29,2.529627399,35.06896552,19.22597022
713,element,89,40,2.961288701,36.375,36.9106249
714,elements,90.08163265,49,3.067550154,54.02040816,44.89222733
715,emerge,89.24324324,37,2.985198722,48.10810811,33.60289652
716,end,87.73333333,90,2.586916085,27.37777778,23.74422592
717,ending,88.83333333,18,2.640187159,40.22222222,57.09389125
718,ends,87.52173913,23,3.043167686,40.39130435,44.56327384
719,energy,89.64705882,17,3.888141852,38.82352941,28.38405207
720,enhanced,88.33333333,15,2.410295378,29.33333333,22.4870333
721,enjoy,88.75471698,53,3.05025636,38.73584906,32.1846541
722,enjoyable,87.35,20,2.033275812,32.15,23.63600064
723,enjoyed,89.64705882,17,3.060661213,51.17647059,69.33634986
724,enjoyment,88,22,2.115700942,30.77272727,13.79417344
725,enough,88.10344828,116,3.10225531,31.99137931,33.77148159
726,enticing,91.03125,32,2.729579608,102.75,330.3581634
727,entirely,88.64705882,34,3.642196748,36.52941176,23.7489844
728,entry,88.71875,32,2.67888247,42.5,32.8152207
729,equal,89.27272727,22,2.453021813,41.81818182,23.21870421
730,equally,89.11764706,17,3.551097593,28.52941176,18.49025976
731,especially,88.12903226,31,2.642498004,25.80645161,12.84632076
732,espresso,89.125,88,2.843878281,42.78409091,24.50214575
733,essence,89.57142857,14,3.005489483,38.14285714,37.15840756
734,estate,90.17647059,85,2.870940076,43.97647059,30.39422583
735,estate-grown,89.42857143,14,2.064881659,31,10.65544281
736,ethereal,91.71428571,14,3.361056872,86.35714286,110.454033
737,eucalyptus,90.18518519,27,2.746144669,48.55555556,35.11884584
738,even,89.84146341,82,3.379201134,44.25609756,46.53972443
739,ever,89.72727273,11,4.670993665,68.72727273,67.01505937
740,every,90.5,20,4.110320771,45.15,25.90524231
741,everyday,85.73333333,30,1.740656502,16.5,6.251896264
742,everything,89.33333333,24,2.31566812,37.16666667,34.55640212
743,evident,88.4,15,3.794733192,43.2,22.67849831
744,evolve,92.75,12,2.490892502,57,25.62314295
745,evolved,86.76470588,17,2.016476251,47.70588235,27.0156545
746,example,88.17073171,41,2.548552913,33.14634146,30.96333394
747,excellent,90.29545455,44,2.257592311,38.36363636,20.78694907
748,exceptional,91.17647059,17,2.377900705,39,18.75499933
749,exhibits,88.85714286,14,3.939096789,39.92857143,29.29548216
750,exotic,89.45,100,3.560090227,38.88,29.80959103
751,expect,88.45833333,24,2.812691217,44.41666667,34.59695471
752,expensive,89.28571429,14,2.893721889,42.07142857,17.40673736
753,experience,89.38461538,13,3.905945501,39.76923077,24.21829146
754,expression,89.42857143,70,2.872011004,42.84285714,35.65764577
755,expressive,88.4137931,29,3.510364667,37.31034483,29.18916561
756,extra,88.725,40,2.81012364,36.05,22.45559721
757,extract,88.29166667,24,2.095111633,40.66666667,24.75737337
758,extracted,87.39393939,33,2.192877589,35.81818182,20.36150557
759,extraction,88.46153846,13,3.688165411,40.15384615,29.06557573
760,extremely,89.94736842,19,2.857226398,43.21052632,25.51378483
761,exuberant,90.75,12,2.832441928,39.75,21.01136056
762,faint,87.7,20,2.848822471,26.3,14.79722591
763,fair,85.94444444,18,1.474178624,19,11.42237227
764,fairly,87.46428571,56,2.198878108,25.66071429,28.43447126
765,fall,87,14,3.823007274,29.21428571,14.98295735
766,falls,87.14285714,14,2.684919218,34,15.5415077
767,family,88.78125,32,2.767721492,29.40625,17.19688527
768,fans,88.30769231,13,3.591300029,38.46153846,28.54416281
769,far,88.28,25,3.421987726,32.28,15.47449515
770,fare,85.73913043,23,1.737746485,21.30434783,11.03067946
771,farmed,88.86666667,15,3.356585567,37.6,26.52168924
772,fat,89.28571429,21,3.348773763,36.61904762,19.09051123
773,features,88.39130435,46,2.816445836,28.10869565,16.99703015
774,feel,87.66298343,181,2.781328608,27.25966851,21.35972269
775,feeling,89.03225806,31,3.291239594,44.87096774,57.59498933
776,feels,86.85034014,147,2.755700795,23.57823129,19.23144014
777,fennel,90.23529412,17,2.222875721,42.94117647,20.00459506
778,fermentation,89.41176471,17,2.265469695,30.64705882,12.59434981
779,fermented,89.3030303,33,2.228856889,27.3030303,12.06359412
780,few,89.76923077,104,2.787735864,42.5,28.54089214
781,field,89.6,20,3.662038546,42.95,29.4734046
782,fig,88.62745098,51,3.387983378,35.35294118,48.57605317
783,fill,88.64285714,14,3.650229558,26.42857143,17.39458044
784,filling,88.19047619,21,3.429563349,53.42857143,62.29331539
785,final,88.64864865,37,3.233644454,39.40540541,61.21658248
786,find,88.89583333,48,2.983925612,34.85416667,20.70768136
787,finds,90.08333333,12,3.117642855,51,31.17691454
788,fine,89.39090909,220,2.802788743,36.86363636,28.9247101
789,fine-grained,89.92857143,42,2.122962233,42.61904762,22.32569599
790,finely,89.92,25,2.856571371,43.4,32.08712099
791,finesse,91.06896552,29,3.494189406,50.86206897,29.69334237
792,finish,88.13772846,1532,2.937175769,31.45626632,30.34876813
793,finishes,88.0862069,116,2.839378271,38.51724138,72.81907093
794,finishing,88.61764706,68,3.012557855,39.16176471,32.03943945
795,firm,89.55652174,345,2.835175554,41.11884058,29.12383981
796,firmly,90.91428571,35,2.524834631,60.62857143,52.30852237
797,first,88.95918367,98,3.165270195,38.33673469,23.06644096
798,fish,86.93333333,15,1.830950833,26.93333333,20.92321563
799,five,89.96969697,33,2.417189076,51.72727273,36.07741046
800,flat,85.20588235,34,1.981419934,20.91176471,11.76375442
801,flavor,88.16544118,272,2.980598486,33.10294118,25.90025699
802,flavored,87.20689655,29,2.623782852,27.68965517,15.04778923
803,flavorful,88.48148148,27,2.860478314,23.59259259,11.61318634
804,flavors,87.9763178,2618,2.931424337,32.6038961,55.62583885
805,fleeting,85.44444444,18,1.756407504,21.27777778,15.08331979
806,flesh,88.76470588,17,2.537947295,29.58823529,22.22908799
807,fleshy,88.08888889,45,2.898449603,33.95555556,24.99905049
808,flint,90.21052632,19,2.820144743,34.57894737,18.32822895
809,flinty,90.29411765,17,3.21645585,35.70588235,25.86929818
810,floor,90.65957447,47,3.087679555,48.89361702,24.9975947
811,floral,88.42647059,136,2.897335565,29.58088235,19.98316148
812,flower,88.72440945,127,2.793635526,33.65354331,25.59897628
813,flowers,88.55789474,95,2.571181488,30.23157895,23.34179551
814,foamy,85.5,12,2.022599587,17.83333333,4.932882862
815,focus,89.10714286,28,2.024649686,31.75,17.63755463
816,focused,90.68518519,54,2.893219621,42.07407407,27.41012886
817,follow,89.21428571,14,2.190137735,39,22.870875
818,followed,87.77477477,111,2.455734235,31.77477477,21.05779263
819,food,87.9,70,2.167948339,25.12857143,14.92582766
820,food-friendly,88.64705882,17,2.289682742,28.35294118,14.49543539
821,foods,87.05555556,18,2.287362268,22.38888889,11.73801711
822,for,88.78327833,909,3.116727965,38.16611661,68.95754549
823,forest,90.38461538,65,3.145891704,47.83076923,32.27788002
824,form,89.125,32,3.220398693,45.125,46.34773892
825,forward,88.17777778,90,2.391829622,36.86666667,31.81908127
826,four,90.29166667,24,2.628922191,40.75,23.25520045
827,fragrance,90.39285714,28,2.131584104,43.82142857,25.56481026
828,fragrances,89.54545455,11,1.967924611,32.18181818,15.65770214
829,fragrant,89,68,3.33233816,36.66176471,30.94608228
830,frame,90.06060606,33,2.030076876,37.27272727,24.7717994
831,framed,90.17073171,41,3.048790244,45.14634146,38.35659068
832,framework,90.0625,16,3.492253332,43.375,27.47817316
833,fresh,88.12703583,614,2.75067579,27.93322476,27.54276705
834,freshly,87.90625,32,2.401066631,34.21875,54.49932487
835,freshness,89.33098592,142,3.028755405,36.23239437,38.95326632
836,friendly,87.7826087,23,2.173320077,23.13043478,15.60100331
837,from,89.39900249,1203,2.975563091,40.7680798,41.14483058
838,front,87.23809524,42,2.506669385,23.23809524,15.3286111
839,fruit,88.53403694,1895,2.939872151,41.55461741,100.8767691
840,fruit-driven,87.5,12,2.645751311,26.58333333,15.33539182
841,fruit-forward,88.4375,16,2.897556442,30.1875,25.07912479
842,fruitiness,88.46315789,95,2.942030441,42.32631579,99.51108589
843,fruits,88.4955595,563,3.117148899,37.11367673,64.42163609
844,fruity,87.35148515,404,2.508590258,24.08663366,20.19581362
845,full,89.08310992,373,2.748618222,34.55227882,29.15403247
846,full-bodied,89.35242291,227,2.867120728,45.08370044,42.96126109
847,fully,89.59574468,47,3.392187793,44.76595745,29.39403427
848,fun,89.05555556,18,2.577555208,27.44444444,11.37707821
849,funky,86.95,20,1.538112309,31.2,22.53325029
850,further,90.30555556,36,2.836692686,60,47.37871734
851,future,90.04,25,3.791217922,72,94.24878425
852,game,88.38888889,36,2.940143609,37.55555556,25.73873617
853,gamy,87.76923077,13,3.004270465,33,18.83259586
854,generic,85.35294118,34,1.685631847,18.44117647,9.159168867
855,generous,89.28682171,129,2.568419378,47.89922481,101.7825382
856,gentle,87.94545455,55,2.641675828,29.36363636,19.66512577
857,gently,90.16666667,12,2.85508584,37.41666667,19.9929912
858,get,88,36,2.629502941,35.58333333,29.17471998
859,gets,87.66666667,21,3.596294389,23.47619048,16.37259615
860,ginger,89.92307692,39,2.914434272,37.20512821,24.11614385
861,give,88.47342995,207,2.762090689,35.2705314,34.29659684
862,given,88.35714286,28,2.908662486,44.85714286,29.40107618
863,gives,88.18644068,118,2.767173733,42.93220339,122.0588151
864,giving,88.68604651,86,3.265728017,66.40697674,209.0662928
865,glass,89.37583893,149,2.684984549,41.1409396,26.30898011
866,go,88.54761905,42,3.486576215,36.54761905,41.43652353
867,goes,88.36842105,19,3.286513288,39.52631579,32.68429528
868,going,88.92307692,39,3.69483719,47.48717949,44.38757045
869,gold,89.5,18,3.258473118,36.72222222,26.45708079
870,golden,88.92307692,26,3.058405819,32.11538462,15.29268302
871,good,87.95,400,2.60469982,28.455,21.71005045
872,gooseberry,86.89285714,28,2.00627323,18.89285714,7.415395825
873,gorgeous,91.55172414,29,2.428788747,48.62068966,28.60745881
874,got,88.42857143,14,3.005489483,26.85714286,16.49175618
875,grabby,86.4,20,2.28035085,20.95,12.76704227
876,grace,90.94444444,18,3.368927604,66.16666667,60.03748829
877,gracefully,91.54545455,11,2.841254524,47.63636364,23.58080884
878,grape,88.13157895,114,2.779549712,32.20175439,30.39392692
879,grapefruit,87.99435028,177,2.494305276,22.80225989,15.56366673
880,grapes,88.65384615,104,2.984650801,34.95192308,24.70972444
881,graphite,90.17391304,46,2.618772807,48,29.31893586
882,grapy,88.08333333,12,2.503028469,53.16666667,60.38638217
883,grass,87.19565217,46,2.570080545,22.39130435,10.01216651
884,grassy,86.06896552,29,2.576418257,20.13793103,7.064620796
885,great,90.265625,192,2.814931323,48.53125,101.4631652
886,green,87.07466667,375,2.664838054,24.86666667,17.74020279
887,green-apple,87.45454545,11,3.012096823,21.54545455,17.34568325
888,grilled,88.43902439,82,2.499864495,34.75609756,22.18416796
889,grip,88.96969697,33,2.766821828,39.27272727,18.9048154
890,grippy,89.28205128,39,2.762042703,43.66666667,25.10434365
891,gritty,87.5,36,2.602196874,29.69444444,17.08603347
892,ground,88.55555556,27,2.531848418,38.48148148,23.73470418
893,grown,89.625,24,2.29957463,38.33333333,27.2630769
894,guava,88.36363636,11,2.335496832,20.45454545,7.298816841
895,half,88.30769231,26,2.16830313,28.69230769,14.22327453
896,hard,87.48809524,84,2.748467471,36.5,26.8922437
897,harmonious,90.27777778,18,3.08326709,64,93.45461308
898,has,88.10731707,1025,2.937532434,35.3795122,68.71507188
899,have,88.16528926,121,3.364885108,49.80165289,109.4014488
900,having,87.71428571,14,3.123818458,32.64285714,22.27660775
901,hay,88.65217391,23,3.024275956,35,25.5982954
902,hazelnut,88.83333333,18,2.332632948,34.38888889,17.36845988
903,heady,89.91304348,23,3.260131669,41.7826087,24.28796283
904,healthy,88.76,25,2.203784623,30.32,23.11694905
905,heart,89,17,3.570714214,56.35294118,82.90351408
