X,Words,Point_Mean,Frequency,Point_STD,Price_Mean,Price_STD
1353,raisins,86,15,2.777460299,38.26666667,16.77781983
1354,raisiny,86.16666667,18,2.148871113,38.11111111,33.94093293
1355,range,89.09375,32,2.855208879,36.625,29.37384178
1356,rare,89.30769231,26,2.67983926,34.69230769,17.35227762
1357,raspberries,89.28571429,63,3.274675908,41.14285714,19.96760048
1358,raspberry,88.54123711,388,3.169761933,35.46907216,29.1060002
1359,rather,87.16666667,114,2.445572726,36.20175439,43.85700413
1360,raw,86.71698113,53,3.313012564,42.98113208,67.10854886
1361,ready,87.85929648,199,2.737746162,29.28140704,23.79672344
1362,real,88.2962963,27,2.283971151,27.22222222,12.79523148
1363,really,88.675,40,2.885751913,36.075,21.68703678
1364,recall,86.8,30,2.265178687,28.76666667,15.3840117
1365,red,88.29757344,783,2.890071502,34.65900383,28.11817303
1366,red-berry,87.08510638,47,2.500693706,22.78723404,14.97815245
1367,red-cherry,89.38461538,13,3.014920163,29.23076923,15.52500052
1368,red-currant,87.81818182,11,1.834021909,20.09090909,10.27087674
1369,red-fruit,85.97222222,36,2.443488269,21.25,10.36856513
1370,reduced,87.63636364,11,3.009077177,33.45454545,21.40263365
1371,refined,91.84090909,44,2.429883544,61.13636364,43.70173266
1372,refreshing,87.76923077,143,2.330726501,21.67832168,13.19869893
1373,refreshingly,87.70588235,17,2.687115226,19.64705882,6.566402901
1374,region,88.48780488,41,3.179008896,31.02439024,23.12627056
1375,regular,87.55,20,1.820208201,27.7,17.86233909
1376,relatively,89.03125,32,2.481991591,40.75,30.69201851
1377,release,88.45,20,3.203205631,41.1,25.74142678
1378,remain,88,14,4.038278384,38.85714286,34.12388548
1379,remains,88.32,25,2.340227909,30.08,22.69713638
1380,reminiscent,89.3125,16,2.982588361,47.0625,42.74649108
1381,reserve,90.35,20,2.796143961,47.35,21.470359
1382,reserved,89.75,16,1.770122406,44,21.06181379
1383,residual,88.07894737,38,3.131199398,24.36842105,19.09778684
1384,resin,87.38461538,26,2.593482957,32.96153846,16.0261805
1385,resiny,85.91304348,23,2.447875581,24.17391304,17.15080749
1386,rest,88.77777778,18,2.365326878,29.66666667,16.7261683
1387,restrained,88.76315789,38,2.235272648,32.31578947,14.23187375
1388,restraint,89.46666667,15,2.166849809,33.86666667,17.06235064
1389,result,89.36363636,22,2.479351961,37.90909091,24.8479358
1390,results,88.5,14,3.524638552,31.71428571,27.32828507
1391,retains,89.82608696,23,2.639768824,37.52173913,19.86515809
1392,reveal,89.33333333,18,3.597384671,53.16666667,55.31434236
1393,reveals,89.05714286,35,3.446591301,42.62857143,32.74867372
1394,rhubarb,88.13043478,23,3.584110741,33.7826087,20.86527459
1395,rich,89.75368732,678,2.810579765,43.99557522,63.49520489
1396,richer,89.48717949,39,2.751763022,34.66666667,19.63527081
1397,richly,89.91836735,49,2.722106527,41.2244898,24.06005101
1398,richness,89.56804734,169,3.001455456,50.62721893,89.61157965
1399,ride,89.36842105,19,3.269565488,38.89473684,23.60295353
1400,right,89.16091954,87,2.884898786,41.63218391,68.10083409
1401,rind,88.15384615,26,2.98921137,23.57692308,12.38764894
1402,ripe,88.89614243,1011,2.817219849,40.41147379,77.72539136
1403,ripeness,89.05172414,58,3.028649249,56.10344828,54.56066627
1404,riper,88.13793103,29,3.079008861,30.13793103,25.12642908
1405,rise,88.11111111,18,2.784175639,34.61111111,20.19067603
1406,roasted,87.79381443,97,2.53285965,33.3814433,29.2629755
1407,robust,88.64,50,2.464109725,47.08,35.79695575
1408,rock,89.07692308,13,2.325995789,37.46153846,35.17957595
1409,room,87.66666667,12,2.348435972,34.66666667,39.95072723
1410,root,89.2,20,3.577708764,43.6,19.86904495
1411,rose,90.21875,96,2.974286734,47.08333333,30.15003419
1412,rosemary,89.46153846,13,2.366973617,35.07692308,20.08092602
1413,rosí©,86.77419355,62,2.682177699,18.03225806,9.80626722
1414,rough,86.12903226,31,2.445975408,33.4516129,22.53565872
1415,round,88.16197183,142,2.558915229,29.19014085,34.77606846
1416,rounded,88.42352941,85,2.800410134,31.25882353,19.75815259
1417,roundness,88,12,3.275251552,32.66666667,31.47100638
1418,rubber,86.57142857,35,2.186667008,22.51428571,13.25401477
1419,rubbery,86.33333333,51,2.29492193,18.47058824,11.32493345
1420,ruby,87.76923077,13,3.11324713,27.76923077,18.69560486
1421,rugged,87.70588235,17,3.235828833,34.52941176,29.76389937
1422,run,88.79310345,29,2.730506368,37.86206897,26.5447387
1423,running,88.64285714,14,1.86494557,33.85714286,19.94938651
1424,runs,87.15789474,19,2.794104068,18.89473684,7.992320876
1425,rustic,86.03508772,57,2.499749361,28.84210526,17.86335982
1426,sage,89.38983051,59,3.173255422,56.71186441,52.72048965
1427,said,88.90909091,11,2.427119505,46.27272727,50.90597393
1428,salad,86.71428571,14,2.431478544,24,16.20066475
1429,saline,88.125,16,2.62995564,18.75,6.54726406
1430,salmon,87.46153846,13,1.560736184,24.15384615,12.05436404
1431,salt,90.37037037,27,2.574253412,36.92592593,22.25538124
1432,salty,87.89473684,38,3.25318533,28.60526316,28.89359741
1433,same,89.47368421,57,2.758786374,37.35087719,24.1945177
1434,sandalwood,89.88888889,45,2.533612425,41.06666667,19.48122639
1435,satisfying,89.63636364,33,3.140642667,42.15151515,50.39600754
1436,saturated,88.9,30,3.273193105,43.93333333,55.19491064
1437,sauce,88.15384615,26,3.662701819,39.30769231,24.59718558
1438,saucy,86.85714286,21,2.32992949,30.47619048,35.30668357
1439,savory,89.17619048,210,2.779350508,39.7,31.38586065
1440,scent,88.05263158,19,3.188062529,32.15789474,18.49102833
1441,scents,89.06756757,148,3.013940766,32.87837838,23.61767625
1442,score,88.75,12,3.250874008,39.66666667,19.27472831
1443,scratchy,86.11764706,17,2.027386031,19.17647059,11.67387732
1444,sea,90.61111111,18,2.87256575,39.05555556,24.06723969
1445,seafood,87.6,20,2.112618729,21.35,13.84985274
1446,seamlessly,91.09090909,11,1.578261414,49.90909091,22.99762834
1447,second,89.35,20,2.641271624,36.55,18.96388534
1448,seductive,90.77777778,18,3.227739248,38.27777778,25.99503472
1449,see,88.91666667,12,2.466441431,33.41666667,15.27004396
1450,seem,87.25490196,51,2.591085774,37.25490196,23.58121552
1451,seems,87.5,98,2.897741744,46.12244898,119.9256011
1452,selection,89.89285714,28,3.01034372,41.39285714,23.37193519
1453,sensations,88.13636364,22,2.964800717,36.09090909,22.83044978
1454,sense,90.04477612,67,2.771242123,49.71641791,48.90398942
1455,serious,90.36842105,38,2.907781291,38.47368421,25.04885695
1456,set,88.12068966,58,2.974025485,29.74137931,18.64776017
1457,settle,88.61538462,13,2.534379001,24.84615385,15.99398926
1458,several,89.5,26,2.846049894,41.92307692,33.16494906
1459,shadings,87.77777778,18,2.016273661,31.22222222,14.0693892
1460,shape,89.30434783,23,3.095961924,45.47826087,48.22661427
1461,sharp,86.59459459,74,2.558461218,28.68918919,15.09506467
1462,shavings,89.45454545,11,3.804303783,65.27272727,36.44747154
1463,sheer,89.09090909,11,3.389824345,52.72727273,36.32104324
1464,shine,89.27777778,18,3.064129385,33.33333333,18.16266371
1465,shines,89.6875,16,2.72564977,36.3125,21.53669349
1466,short,85.83870968,62,2.034082936,20.41935484,12.79542488
1467,shot,88,15,2,24.8,19.51263327
1468,should,89.74452555,137,3.055922882,53.5620438,114.6675413
1469,show,88.83116883,154,2.972213793,36.44155844,23.63280843
1470,showcases,89.92307692,13,2.531848418,44,41.88078318
1471,showing,89.05031447,159,2.92046195,36.86792453,24.93741869
1472,shows,88.86936937,444,2.969530529,42.18693694,68.02982821
1473,shy,89.28571429,28,2.942122475,41,29.74708202
1474,side,87.3255814,86,2.403144315,29.39534884,17.34920176
1475,signals,89.75,12,2.00567377,28.75,10.10962638
1476,signature,89.54545455,11,1.967924611,40.90909091,24.12241508
1477,silky,89.40495868,121,2.876857407,38.2231405,33.76301912
1478,similar,87.21428571,14,2.423556555,22.35714286,10.52913279
1479,simple,85.41935484,155,1.753923127,20.0516129,11.70458538
1480,simply,87.88235294,17,3.603511359,33,20.16804403
1481,single,90.13333333,15,2.996823715,46.8,33.64987795
1482,single-vineyard,89.85714286,21,3.637110313,56.61904762,37.40384498
1483,sip,89.54666667,75,2.955952919,35.02666667,19.22623021
1484,sipper,87.23076923,13,2.166173514,17.15384615,5.9839529
1485,site,91.03333333,30,2.658536457,63.16666667,31.68713797
1486,sites,91.09090909,11,3.269695565,48.54545455,27.64548295
1487,six,90.26315789,38,3.39064062,54.28947368,53.55568352
1488,size,88.76923077,13,2.743290183,35.38461538,29.95145645
1489,skin,86.94736842,57,2.587201002,25.29824561,13.83314461
1490,skins,88.21052632,38,2.923880194,31.13157895,31.71679669
1491,slate,89.83870968,31,2.531096919,33.5483871,17.78171103
1492,sleek,89.9,20,2.731878089,30.75,18.19738269
1493,slender,88.70588235,17,2.084607454,21.11764706,9.841762755
1494,slight,87.63461538,52,2.708221659,24.15384615,11.8211917
1495,slightest,89.53846154,13,2.601774542,28.69230769,12.82175635
1496,slightly,86.96902655,226,2.561929122,26.67699115,22.16257309
1497,slowly,90.5,26,2.915475947,56.76923077,41.08849736
1498,small,89.20930233,43,2.790785344,37.04651163,26.03930499
1499,smaller,89.46153846,13,2.846500325,42,29.58603274
1500,smelling,85.95652174,23,2.867977762,25,29.32110627
1501,smells,87.12280702,57,2.994460215,28.43859649,45.33447818
1502,smoke,89.25384615,130,2.540559477,36.43846154,26.23182393
1503,smoked,90.2745098,51,2.474497374,43.54901961,20.70585784
1504,smoky,89.22282609,184,2.86095262,41.86956522,38.30998597
1505,smooth,89.01824818,274,2.731520501,37.82116788,39.52651251
1506,snappy,86.03703704,27,2.22713133,17.85185185,9.67035002
1507,so,89.1541502,253,3.180413858,52.13438735,118.0966014
1508,soda,87.09090909,11,2.256304299,24.27272727,12.05894613
1509,soft,87.52486188,543,2.747496131,33.27071823,31.83691157
1510,soften,88.37037037,27,2.830440957,41.85185185,35.29622305
1511,softened,88.25,12,2.800162333,36.66666667,36.70851606
1512,softens,88.36363636,11,2.248231628,21.27272727,12.10033809
1513,softer,89.36363636,11,2.062654953,71.54545455,55.01883975
1514,softly,88.19047619,42,2.109653714,31.78571429,17.18129402
1515,softness,88.64285714,28,3.291001038,42.75,30.51608562
1516,soil,89.76190476,42,3.214369595,43.16666667,30.38446062
1517,solid,88.36526946,167,2.873558898,31.10778443,31.15314483
1518,some,87.58090186,377,2.833961259,33.64190981,43.08010407
1519,something,89.5,34,3.759835586,47.55882353,30.27669488
1520,somewhat,86.46031746,63,2.340563737,30.03174603,16.53634146
1521,soon,87.57894737,95,2.050318851,31.15789474,24.4593957
1522,sophisticated,89.5,28,3.109126351,41.78571429,36.64277721
1523,sort,86.21428571,14,2.991746889,23.42857143,12.73223822
1524,sour,86.87,100,2.406451766,30.63,18.55793821
1525,sourced,90.03333333,30,2.658536457,36.2,23.35837736
1526,southern,87.65,20,3.150187964,35,29.0679784
1527,soy,90.73333333,15,2.987274598,46.26666667,12.73054071
1528,sparkler,87.43333333,30,2.329471352,24.7,10.73553558
1529,sparkling,88.11111111,27,3.105000103,26.81481481,12.62792095
1530,special,89,16,2.503331114,37.3125,25.85270779
1531,spectrum,87.83333333,12,2.167249339,25.75,17.410159
1532,spent,87.55555556,18,3.568196483,41.5,23.76168443
1533,spice,89.04567901,810,2.956903025,38.78518519,35.01051621
1534,spiced,88.82222222,45,3.076959013,35.48888889,22.52132547
1535,spices,89.53846154,130,2.787440954,37.43846154,20.32983977
1536,spiciness,89.63636364,11,2.579640567,32.54545455,18.90694918
1537,spicy,88.55520505,317,2.655471967,32.81072555,24.99016538
1538,splash,89.1875,16,3.410156399,41.4375,29.61749202
1539,sprightly,88.63636364,11,1.566698904,23.90909091,15.63620507
1540,spring,88.28,25,1.968925257,23.64,11.5826019
1541,spritzy,86.38461538,13,1.850155919,16.46153846,6.690981301
1542,stage,90.29411765,34,3.380240369,118.3529412,289.6643703
1543,stainless,87.85714286,21,2.308369864,20.76190476,7.133756107
1544,stalky,85.15789474,38,2.15012653,20.21052632,11.40449863
1545,stand,88.25925926,27,2.176669873,37.92592593,24.64661925
1546,standard,86.35294118,17,1.729926894,25.64705882,33.33343137
1547,star,90.95121951,41,3.247700875,52.82926829,47.29899705
1548,start,88.96774194,31,3.060325375,33.5483871,23.29926853
1549,starting,89.29411765,17,2.338928865,41.94117647,28.07238543
1550,starts,88.53846154,39,2.415369143,33.07692308,25.06138213
1551,steady,88.90909091,11,2.625054112,27.81818182,12.78919999
1552,steak,88.24,25,2.817800561,45.04,40.89058571
1553,steel,88.40909091,22,2.839501816,24.86363636,11.02506
1554,steely,88.27586207,29,2.548060211,26.75862069,17.9615764
1555,stem,88.28571429,14,2.840058814,37.07142857,20.22361257
1556,stemmy,86.90909091,11,3.832872173,38.72727273,20.15981602
1557,step,89,11,2.408318916,24.18181818,14.736473
1558,stewed,86.74193548,31,3.087261375,38.5483871,39.68025429
1559,stewy,86.46153846,13,2.817072494,34.38461538,30.71247972
1560,sticky,87,19,2.624669291,35.21052632,35.34367608
1561,still,89.34977578,223,2.801799204,42.10762332,30.6238011
1562,stone,88.51265823,158,2.622143193,28.53797468,23.65156735
1563,stone-fruit,88.0952381,21,1.445847914,18.95238095,8.218735855
1564,stony,90.38888889,18,3.146218812,35,19.99411678
1565,straightforward,86.91935484,62,1.7014785,23.51612903,13.40753634
1566,strawberries,88.2,20,3.221637374,38.8,49.46726722
1567,strawberry,88.29878049,164,3.093987595,35.06097561,25.400279
1568,streak,88.41538462,65,3.181451652,43.58461538,93.90934663
1569,streaks,89.42105263,19,2.56722482,30.52631579,11.29586169
1570,strong,88.97247706,109,2.95791066,38.72477064,22.83226744
1571,strongly,88.88,25,3.113411848,47.44,54.4082408
1572,structure,89.14652015,273,2.956883292,44.25641026,72.98710732
1573,structured,90.33149171,181,2.818697983,64.44751381,167.6639289
1574,stunning,94.36363636,11,2.203303305,68.54545455,36.50031133
1575,sturdy,87,15,2.420153478,25.8,14.59549833
1576,style,87.83333333,228,2.57885904,33.10964912,35.11907114
1577,styled,88.45454545,11,1.572490786,36.81818182,23.65509747
1578,stylish,89.28571429,21,3.33380949,45.76190476,57.07618134
1579,subdued,87.83333333,24,2.929114225,33.375,19.62654037
1580,substantial,88.375,24,2.060234263,36.08333333,19.17860372
1581,subtle,89.85714286,70,2.910678562,43.72857143,31.36319334
1582,subtlety,90.27272727,11,3.196589091,58,45.28134274
1583,success,89.72727273,11,3.003028774,38.54545455,18.71557446
1584,succulent,90.72093023,43,2.788800573,47.81395349,33.00162753
1585,such,89.17857143,28,2.842189707,41.07142857,36.85097976
1586,sugar,87.98795181,83,3.014169691,31.51807229,30.76795983
1587,sugary,85,30,2.304418544,24.86666667,18.74094417
1588,suggest,87.93442623,61,2.965742473,33.06557377,26.22903534
1589,suggesting,88.52941176,34,2.654159618,35.64705882,21.44744437
1590,suggestion,89.66666667,12,3.773913651,48.16666667,50.09052411
1591,suggestions,87.08333333,12,2.906367096,35.08333333,22.74945887
1592,suggests,87.80952381,42,2.973362187,33,20.07303737
1593,summer,87.58333333,36,2.842282785,22.58333333,15.35368732
1594,sunny,87.61538462,13,2.063106943,29.23076923,26.07730126
1595,superripe,87.6,15,2.693908472,39.53333333,27.07362097
1596,supple,89.84705882,85,3.029638837,43.2,38.89019952
1597,support,88.97560976,41,3.028925592,38.04878049,23.43389769
1598,supported,89.46153846,26,3.396831102,36.38461538,24.49828879
1599,sure,89,13,3.605551275,32.07692308,18.50433075
1600,surface,89.09090909,11,3.806692671,72.63636364,110.5959065
1601,surprising,89.5,12,3.655630775,23.58333333,10.91669558
1602,surprisingly,88.21052632,19,3.258816202,25.84210526,23.94034985
1603,surrounded,91.76923077,13,4.935481168,174.4615385,303.7069902
1604,sweet,87.78293135,539,3.240543281,36.46567718,47.96971076
1605,sweetly,89.28571429,14,2.893721889,42.42857143,32.27934392
1606,sweetness,87.63551402,107,3.435092274,49.97196262,186.9938178
1607,syrup,88.88461538,26,3.871195403,53.11538462,67.74441788
1608,syrupy,86.90625,32,3.072871674,40.3125,43.43362567
1609,table,88.33333333,27,3.210559501,36.18518519,21.39740645
1610,tad,87.70588235,17,1.862951485,31.11764706,16.95170476
1611,take,89.22413793,58,3.569083147,41.74137931,38.20974448
1612,takes,89.53846154,26,3.361318423,44.57692308,27.38345935
1613,tang,87.89285714,28,3.083279708,27.32142857,20.08694725
1614,tangerine,88.71276596,94,2.815557167,30.28723404,78.58269014
1615,tangy,87.97014925,134,2.624179925,26.1641791,16.70540592
1616,tannic,88.26937269,271,2.796383772,39.19188192,32.2257099
1617,tannin,88.91,100,3.213277379,45.46,37.00789433
1618,tannins,89.01044177,1245,3.044533377,46.92690763,86.1789637
1619,tar,88.68421053,38,3.345874936,44.65789474,26.32261007
1620,tarry,90.09090909,11,2.662876094,37.54545455,17.01389806
1621,tart,87.85559567,277,2.956339189,31.54151625,26.28169395
1622,tartness,88.26666667,15,2.840187787,31.73333333,18.35548445
1623,taste,87.88157895,76,3.294306625,34.72368421,25.44410799
1624,tastes,86.85234899,149,2.707287061,26.04697987,18.60265005
1625,tasting,87.06451613,31,3.785370822,31.70967742,32.90814848
1626,tasty,88,41,2.355843798,26.41463415,14.24776405
1627,taut,90.63888889,36,2.987141756,47.30555556,41.05523766
1628,tea,89.21917808,73,3.228547039,46.75342466,47.94376938
1629,tense,90.54545455,11,2.423371056,52.63636364,58.92583937
1630,tension,90.05263158,19,2.990237527,44.89473684,37.55868702
1631,term,89.90909091,11,2.913916452,43.45454545,20.85839704
1632,terms,88.76,25,3.031501278,39.92,27.92537675
1633,textbook,91,19,2.472066162,33.26315789,20.79487679
1634,textural,89.47368421,19,2.389058881,36,64.63573143
1635,texture,88.72795497,533,2.966464653,37.80863039,67.43764149
1636,textured,89.26136364,88,2.688820269,43.81818182,68.37465173
1637,than,87.96444444,225,3.04557316,43.34666667,129.1276874
1638,thanks,88.55,20,2.837252192,37.9,26.88552731
1639,that's,88.36,150,3.362405658,35.37333333,28.45355256
1640,their,88.42553191,47,2.811039424,33.53191489,17.65595239
1641,them,89.47058824,17,3.555236403,35.76470588,24.11827474
1642,then,88.49514563,103,3.012632835,32.34951456,19.83446631
1643,there,88.16666667,96,3.107433081,39.51041667,44.55558203
1644,there's,87.8625,80,2.777594579,37.825,35.39712318
1645,these,90.4,20,3.152275703,53.95,51.45204717
1646,they,88.75,40,2.941742027,71.825,200.6169826
1647,thick,88.79816514,109,3.117393904,44.74311927,35.54037966
1648,thin,84.58333333,36,1.991051409,19.30555556,8.78251329
1649,things,88.42307692,26,2.685860412,44.84615385,71.04854245
1650,thoroughly,87.58333333,12,3.342789617,26.83333333,20.05824851
1651,those,88.64444444,45,2.908885725,37.42222222,27.09955458
1652,though,88.65517241,58,2.917291006,42.89655172,39.45625588
1653,three,89.12903226,31,2.125118593,38.70967742,25.70757806
1654,through,89.66143498,446,2.844224063,46.06278027,77.50039133
1655,throughout,89.21052632,38,2.801137749,34.5,26.82954201
1656,thyme,89.87755102,49,2.587088559,38,20.17630624
1657,tight,88.79459459,185,2.883795237,36.4,24.08458825
1658,tightly,90.19298246,57,2.843781414,65.47368421,92.36942623
1659,tilled,89.66666667,15,3.811011614,43.26666667,35.99695754
1660,time,89.82539683,189,3.265908768,51.58201058,34.1370812
1661,times,88.06666667,15,1.869555588,32.2,14.54647724
1662,tiny,88.92857143,14,2.841025972,39.57142857,21.81994249
1663,tire,86.18181818,11,2.088931871,18.45454545,9.277538859
1664,to,88.53631757,2368,2.995058364,35.91258446,34.82369686
1665,toast,88.60330579,242,2.671439039,43.93801653,46.01605665
1666,toasted,88.75362319,138,2.490307032,37.08695652,22.2223266
1667,toasty,89.56589147,129,2.524396466,36.85271318,28.29479324
1668,tobacco,89.2629108,213,3.330304674,49.342723,37.54506608
1669,toffee,87.91666667,12,2.906367096,29.91666667,29.3519655
1670,together,89.40677966,118,3.111152501,38.95762712,28.04312737
1671,tomato,87.64634146,82,2.550100222,27.02439024,19.25717798
1672,tone,86.96296296,27,2.047164671,21.81481481,9.7232356
1673,tones,88.40178571,112,3.014857567,32.21428571,23.91555285
1674,tongue,89.14285714,14,3.697340892,40.14285714,20.85797078
1675,tonic,87.07142857,14,2.164904891,28.78571429,22.81422826
1676,too,87.55263158,114,3.25084633,34.54385965,32.47766839
1677,top,89.62222222,45,3.588421335,48.17777778,49.5769782
1678,topped,88.45454545,11,2.944949452,36.63636364,17.69334749
1679,totally,88.13043478,23,3.320793276,25.86956522,20.29622524
1680,touch,88.16768293,328,2.779224717,29.14329268,20.60048582
1681,touched,87.5625,16,2.555223408,20.6875,9.54092064
1682,touches,88.89655172,58,2.738226185,47.31034483,81.28144884
1683,tough,86.90322581,31,2.773143087,40.38709677,28.76418771
1684,toward,88.68888889,45,3.18249632,37.17777778,40.40099509
1685,towards,86.5,20,2.460209662,21.3,11.47583273
1686,trace,87.63636364,11,3.50064929,53.36363636,44.6973662
1687,traditional,88.26315789,19,3.052177825,34,18.38779789
1688,tropical,87.96296296,135,2.66376293,25.44444444,15.1965563
1689,TRUE,88.54166667,24,2.812691217,26.5,14.94046155
1690,truffle,90.56666667,30,3.420862296,61.06666667,41.28031453
1691,try,87.58333333,12,2.678477632,29.41666667,20.45597638
1692,turn,86.91666667,24,2.357534944,19.04166667,9.224160934
1693,turned,89,13,2.549509757,40.84615385,23.60030421
1694,turns,86.04761905,21,2.334013506,23.95238095,15.39310297
1695,two,89,66,3.058405819,37.92424242,18.28939214
1696,typical,87.89473684,38,2.322504167,57.18421053,191.7764542
1697,ultimately,88.83333333,12,3.485902344,48.25,39.33105412
1698,under,88.8,20,2.726092249,30.1,16.23479045
1699,underbrush,89.64516129,62,3.358848233,52.27419355,39.67249919
1700,underlying,89.69230769,26,4.125716721,50.88461538,39.34598015
1701,underripe,86,21,2.302172887,20.14285714,10.18472245
1702,unique,90.28571429,21,3.164535624,40.33333333,24.51394161
1703,unoaked,87.83333333,12,2.443296333,25.08333333,7.809764673
1704,unripe,85.63636364,11,2.15743956,33.09090909,11.43201247
1705,until,89.37735849,53,2.62551398,39.28301887,22.73795316
1706,unusual,87.76470588,34,2.559105236,37.11764706,32.77079696
1707,up,88.41087613,331,2.849838297,35.03021148,28.24372807
1708,upfront,88.26086957,23,3.003292001,37.17391304,21.37894498
1709,upon,89.38461538,13,3.123525293,45.38461538,16.87472697
1710,use,87.92307692,13,2.628736657,35.38461538,25.59146492
1711,used,88.27272727,11,3.608071759,34.81818182,25.26190089
1712,usual,90.81818182,11,3.868285972,210.2727273,560.693337
1713,valley,90.08333333,12,2.466441431,49.91666667,28.11812205
1714,value,87.75,44,2.001452961,17.36363636,12.35349665
1715,vanilla,88.20399113,451,2.770171602,33.87361419,24.61480115
1716,varietal,88.13592233,103,2.693669207,34.93203883,28.4557662
1717,varietally,87.83333333,12,1.99240984,23.66666667,9.008413576
1718,varieties,88.42,50,2.962968726,35.12,18.82859311
1719,variety,88.4494382,89,2.658653264,30.39325843,16.80409716
1720,variety's,87.33333333,12,3.055050463,35.83333333,15.00807863
1721,veer,87.54545455,11,3.503245249,39.63636364,31.39832074
1722,vegetal,85.35,20,3.407036063,27.5,13.34363637
1723,vein,89.90909091,11,2.385562636,44.54545455,41.25376016
1724,velvet,90.54545455,11,1.213559752,46.81818182,27.85253375
1725,velvety,90.98734177,79,2.696121007,52.49367089,43.82859195
1726,version,89.22222222,18,2.9416993,35.11111111,18.69220941
1727,verve,87.9375,16,2.792101956,24.3125,21.56453493
1728,very,88.44919786,374,3.018501821,40.48663102,87.97634695
1729,vibrant,89.34615385,104,2.549582988,33.95192308,23.04043715
1730,vine,88.86666667,15,2.29492193,30.66666667,15.77369721
1731,vines,90.39473684,76,2.648667325,45.32894737,43.41747364
1732,vineyard,90.38121547,181,3.102594016,51.03314917,36.18991581
1733,vineyards,89.28571429,77,2.694327095,35.63636364,22.75666998
1734,vintage,89.6547619,168,3.034705631,46.42261905,42.32586687
1735,vintages,88.46666667,15,3.563037762,38.66666667,21.11758464
1736,violet,89.91780822,73,2.99885823,40.54794521,23.57732026
1737,violets,89.55555556,27,2.562050461,35.37037037,13.92879736
1738,viscous,87.64285714,14,2.898464921,33.42857143,21.22666786
1739,vivid,89.56521739,23,2.982160397,28.95652174,21.76209854
1740,voluptuous,89,13,2.121320344,55.30769231,48.80127153
1741,waft,89.39130435,23,3.041218811,42.39130435,28.82350545
1742,wait,88.9047619,21,3.345216912,37,32.07179446
1743,walnut,87.61111111,18,2.145827384,29.94444444,10.09643048
1744,want,88.41176471,17,2.346775009,33.82352941,22.81237409
1745,warm,88.10204082,98,2.610406596,30.85714286,25.37796755
1746,warmer,88.5,16,2.851899951,36.5625,30.04212321
1747,warmth,90.06666667,30,2.490441497,85.56666667,194.890718
1748,was,89.04878049,82,3.161896755,41.75609756,29.3339903
1749,watermelon,88.5,20,1.820930936,24,10.63756996
1750,watery,83.93333333,15,1.099783528,17.06666667,5.133457018
1751,wave,90.27777778,18,3.286434785,39.66666667,17.66352173
1752,waves,89.85185185,27,2.522265522,42.66666667,19.03438185
1753,waxy,86.5,12,2.50454133,28.33333333,12.8723335
1754,way,88.23423423,111,3.133267116,35.66666667,26.70932195
1755,wealth,89.5,14,2.95478751,45.21428571,32.74417992
1756,weight,89.03571429,140,2.79879397,49.9,110.7052799
1757,weighty,88.4,20,3.470173665,34.25,35.70179857
1758,welcome,89.08333333,12,1.975225342,33.41666667,19.73210735
1759,well,88.96875,448,2.744758071,35.00669643,25.17824511
1760,well-balanced,88.17647059,17,2.674773217,25.47058824,13.57901712
1761,well-integrated,91.64285714,14,2.09787962,50.92857143,24.27237837
1762,well-made,88.88888889,18,2.609685329,31.22222222,26.26461622
1763,well-structured,90.25,12,2.734460226,39.75,28.2943136
1764,were,88.82608696,23,2.5163497,28.04347826,19.786309
1765,wet,88.17808219,73,2.785590231,32.91780822,22.73015216
1766,what,87.71428571,35,2.885780846,34.05714286,25.28303646
1767,when,88.66666667,21,3.55434007,31.66666667,19.55590277
1768,where,89.4893617,47,2.969938811,38.27659574,31.39489167
1769,which,88.70560748,214,3.05078553,38.01401869,32.85870719
1770,whiff,88.58823529,85,2.673922202,35.75294118,24.75686816
1771,whiffs,88.08333333,12,3.528026317,37.83333333,17.08712079
1772,white,88.42016807,476,2.816480217,28.88655462,29.14016486
1773,who,88.5483871,31,3.304932775,35.67741935,19.15791759
1774,whole,88.76470588,34,3.035734882,37.52941176,43.96502418
1775,whose,89.09090909,11,2.547726259,38.54545455,27.37649954
1776,wide,88.29411765,17,2.9104275,32,19.39071943
1777,wild,89.34193548,155,3.041784143,34.95483871,20.9583204
1778,will,89.16023739,337,3.253819725,41.30267062,34.19547831
1779,wine,88.59494855,3207,3.10769667,38.6881821,61.30241702
1780,wine's,88.60638298,94,3.223629442,41.26595745,34.70278584
1781,winemaker,89.86666667,30,3.014142908,49.93333333,39.68751505
1782,winemaking,90.92307692,13,3.148055973,50.38461538,36.82738669
1783,winery,89.4,50,2.657296463,40.26,23.54137478
1784,winery's,89.7755102,49,2.881444271,46.53061224,28.50080557
1785,wines,89.12037037,108,2.947254679,37.73148148,29.14597694
1786,wiry,87.15384615,13,2.703274368,25.30769231,18.28653701
1787,within,89.69565217,23,2.770539537,59.60869565,42.17683458
1788,without,87.82857143,70,3.651370315,43,59.61348938
1789,won't,87.92857143,14,2.400778262,26.14285714,11.21713759
1790,wonderful,91.22727273,22,1.974403302,33.27272727,17.74201851
1791,wonderfully,91.26923077,26,2.600887423,50.92307692,65.94963113
1792,wood,89.08085106,235,3.160563504,51.56170213,102.8113752
1793,wood-aged,89.73333333,15,2.463060427,34.6,18.14544414
1794,woodspice,87.64285714,14,1.499083969,28,10.12232871
